0;131
1;131
2;123
3;113
4;108
5;114
6;120
7;118
8;108
9;103
10;91
11;89
12;82
13;79
14;71
15;60
16;61
17;62
18;63
19;63
20;63
21;66
22;61
23;59
24;59
25;57
26;55
27;51
28;49
29;49
30;50
31;50
32;52
33;51
34;49
35;48
36;46
37;49
38;51
39;53
40;52
41;48
42;46
43;45
44;45
45;44
46;44
47;44
48;44
49;45
50;47
51;48
52;49
53;49
54;48
55;47
56;46
57;45
58;40
59;40
60;39
61;39
62;37
63;36
64;37
65;38
66;39
67;40
68;40
69;39
70;39
71;40
72;49
73;49
74;48
75;48
76;48
77;48
78;48
79;49
80;49
81;50
82;50
83;50
84;50
85;49
86;49
87;48
88;46
89;46
90;47
91;48
92;48
93;49
94;49
95;47
96;45
97;44
98;43
99;43
100;41
101;41
102;39
103;38
104;38
105;39
106;37
107;34
108;34
109;35
110;36
111;35
112;35
113;36
114;38
115;35
116;33
117;35
118;39
119;40
120;44
121;39
122;39
123;38
124;38
125;38
126;38
127;37
128;37
129;38
130;38
131;36
132;36
133;35
134;35
135;36
136;37
137;38
138;38
139;38
140;36
141;35
142;33
143;34
144;33
145;33
146;33
147;33
148;47
149;56
150;59
151;77
152;80
153;88
154;95
155;100
156;103
157;104
158;107
159;111
160;113
161;116
162;120
163;116
164;119
165;117
166;119
167;121
168;127
169;135
170;131
171;125
172;121
173;149
174;140
175;135
176;129
177;120
178;114
179;102
180;97
181;90
182;91
183;88
184;78
185;74
186;73
187;74
188;74
189;73
190;74
191;74
192;78
193;79
194;73
195;70
196;69
197;65
198;64
199;68
200;68
201;66
202;63
203;63
204;65
205;71
206;72
207;71
208;66
209;65
210;65
211;67
212;68
213;68
214;67
215;67
216;67
217;68
218;69
219;68
220;69
221;67
222;66
223;65
224;64
225;61
226;62
227;60
228;61
229;61
230;59
231;59
232;60
233;60
234;57
235;48
236;43
237;41
238;38
239;38
240;36
241;35
242;35
243;33
244;34
245;34
246;36
247;37
248;38
249;39
250;39
251;37
252;37
253;36
254;39
255;39
256;40
257;43
258;45
259;45
260;47
261;47
262;46
263;41
264;40
265;38
266;38
267;40
268;42
269;41
270;41
271;41
272;39
273;38
274;37
275;39
276;41
277;42
278;41
279;42
280;41
281;38
282;38
283;37
284;35
285;36
286;35
287;35
288;38
289;39
290;42
291;42
292;41
293;38
294;33
295;29
296;26
297;24
298;23
299;24
300;23
301;22
302;25
303;30
304;31
305;37
306;41
307;45
308;49
309;52
310;53
311;55
312;55
313;60
314;68
315;73
316;78
317;84
318;88
319;87
320;88
321;91
322;90
323;93
324;97
325;95
326;94
327;93
328;92
329;89
330;85
331;80
332;83
333;85
334;88
335;90
336;93
337;95
338;98
339;93
340;88
341;88
342;88
343;87
344;88
345;88
346;61
347;62
348;66
349;71
350;71
351;69
352;68
353;68
354;68
355;68
356;68
357;68
358;67
359;67
360;67
361;68
362;68
363;68
364;67
365;67
366;70
367;72
368;74
369;74
370;74
371;74
372;71
373;69
374;72
375;73
376;71
377;73
378;75
379;73
380;75
381;75
382;76
383;75
384;74
385;73
386;73
387;73
388;72
389;72
390;72
391;71
392;71
393;72
394;70
395;71
396;71
397;72
398;71
399;71
400;69
401;71
402;71
403;71
404;72
405;71
406;71
407;72
408;71
409;70
410;70
411;69
412;69
413;68
414;69
415;69
416;67
417;67
418;68
419;69
420;68
421;71
422;71
423;71
424;73
425;74
426;75
427;75
428;76
429;77
430;78
431;81
432;85
433;87
434;89
435;93
436;95
437;97
438;99
439;100
440;101
441;103
442;104
443;112
444;117
445;120
446;123
447;126
448;129
449;132
450;135
451;136
452;138
453;141
454;144
455;147
456;150
457;151
458;152
459;153
460;154
461;155
462;157
463;159
464;169
465;172
466;174
467;173
468;172
469;173
470;173
471;174
472;175
473;173
474;172
475;171
476;171
477;170
478;171
479;171
480;170
481;169
482;170
483;167
484;167
485;168
486;169
487;172
488;173
489;173
490;173
491;173
492;173
493;173
494;173
495;174
496;174
497;174
498;174
499;171
500;169
501;170
502;170
503;170
504;169
505;169
506;168
507;168
508;167
509;166
510;163
511;163
512;163
513;163
514;162
515;161
516;161
517;161
518;161
519;89
520;89
521;90
522;89
523;88
524;89
525;86
526;80
527;77
528;76
529;76
530;77
531;77
532;76
533;77
534;77
535;79
536;80
537;80
538;77
539;72
540;66
541;64
542;62
543;44
544;41
545;37
546;37
547;36
548;35
549;35
550;35
551;35
552;36
553;36
554;35
555;32
556;32
557;31
558;33
559;31
560;33
561;31
562;29
563;30
564;29
565;28
566;28
567;29
568;28
569;27
570;26
571;25
572;24
573;23
574;22
575;22
576;23
577;24
578;23
579;20
580;18
581;19
582;19
583;22
584;21
585;20
586;20
587;20
588;19
589;63
590;115
591;112
592;110
593;111
594;110
595;109
596;108
597;107
598;106
599;104
600;105
601;104
602;103
603;103
604;104
605;102
606;101
607;100
608;100
609;99
610;100
611;103
612;104
613;103
614;102
615;99
616;99
617;99
618;98
619;98
620;99
621;99
622;97
623;97
624;97
625;98
626;96
627;97
628;95
629;94
630;94
631;95
632;96
633;96
634;97
635;99
636;100
637;99
638;96
639;95
640;98
641;101
642;102
643;102
644;106
645;106
646;107
647;109
648;110
649;112
650;117
651;118
652;122
653;125
654;125
655;125
656;122
657;124
658;128
659;133
660;143
661;149
662;146
663;147
664;144
665;146
666;154
667;160
668;173
669;171
670;173
671;185
672;187
673;192
674;201
675;210
676;205
677;208
678;214
679;218
680;228
681;231
682;243
683;245
684;253
685;261
686;261
687;267
688;275
689;277
690;288
691;286
